index,iso3,start_year,end_year,baseline_lays,delta_lays,baseline_lays_male,delta_lays_male,baseline_lays_female,delta_lays_female,baseline_pcr_modelled_pct,delta_pcr_modelled_pct,baseline_pcr_pct,delta_pcr_pct,baseline_pcr_wpia,delta_pcr_wpia,baseline_general_public_services_pct,delta_general_public_services_pct,baseline_defense_pct,delta_defense_pct,baseline_public_order_safety_pct,delta_public_order_safety_pct,baseline_economic_affairs_pct,delta_economic_affairs_pct,baseline_environmental_protection_pct,delta_environmental_protection_pct,baseline_housing_community_amenities_pct,delta_housing_community_amenities_pct,baseline_health_pct,delta_health_pct,baseline_recreation_culture_religion_pct,delta_recreation_culture_religion_pct,baseline_education_pct,delta_education_pct,baseline_social_protection_pct,delta_social_protection_pct,baseline_sector_sum_pct,delta_sector_sum_pct,baseline_education_nec_pct,delta_education_nec_pct,baseline_education_not_definable_by_level_pct,delta_education_not_definable_by_level_pct,baseline_education_total_pct,delta_education_total_pct,baseline_post_secondary_non_tertiary_pct,delta_post_secondary_non_tertiary_pct,baseline_ecd_and_primary_pct,delta_ecd_and_primary_pct,baseline_education_rnd_pct,delta_education_rnd_pct,baseline_secondary_pct,delta_secondary_pct,baseline_education_subsidiary_services_pct,delta_education_subsidiary_services_pct,baseline_tertiary_pct,delta_tertiary_pct,baseline_all_staff_pcttotal,delta_all_staff_pcttotal,baseline_capex_pcttotal,delta_capex_pcttotal,baseline_currex_pcttotal,delta_currex_pcttotal,baseline_expenditure_pctbudget_imf,delta_expenditure_pctbudget_imf,baseline_expenditure_pctbudget_uis,delta_expenditure_pctbudget_uis,baseline_expenditure_pctgdp,delta_expenditure_pctgdp,baseline_expenditure_perchild_ppp,delta_expenditure_perchild_ppp,baseline_lang_match_pct,delta_lang_match_pct,baseline_teaching_staff_pcttotal,delta_teaching_staff_pcttotal,baseline_fsi_total,delta_fsi_total,baseline_sap,delta_sap,baseline_pop_total,delta_pop_total,baseline_sap_share,delta_sap_share,baseline_hh_exp_pct,delta_hh_exp_pct,baseline_private_enrolment_pct,delta_private_enrolment_pct,baseline_debt_pct_gdp,delta_debt_pct_gdp,baseline_gdp_growth_pct,delta_gdp_growth_pct,baseline_gdppc_2015_usd,delta_gdppc_2015_usd,baseline_inflation_pct,delta_inflation_pct,baseline_lang_frac,delta_lang_frac,income_group,panel
29,EST,2010,2020,11.247658,0.04734224999999999,11.053801,0.05312999999999999,11.441515,0.04155449999999998,99.44000244140624,0.004000091552735796,98.74,0.05,,,0.0816952089025121,0.0006586573903280795,0.0427300593056573,0.0010112240208925197,0.0535583394415939,-0.00101997323087661,0.1246251749183714,0.0013177208039866703,-0.0063470380489105,0.00211422400387207,0.0116612247617778,-0.00027552192256122005,0.1392850003331779,0.0005168804777746005,0.0539748117545145,-0.00094688543589194,0.1600419804091424,-0.00188537106614792,0.338775238222163,-0.0014917573842173405,1.0,-8.023428410774968e-07,0.0560008327261371,-0.0024234054297996,0.0420526699281773,0.0005512255911454399,1.0,0.0,0.0409076714895388,-0.00293716142070475,0.3421463516186114,0.007116273515754351,0.0091599875091079,0.0005672086139809501,0.2638700947225981,0.0004982550614675285,0.0168627042781305,0.0028031311747328297,0.2288955969605495,-0.00615943524302319,,,,,,,0.1617258388,-0.001873405319999999,0.1355863952636719,-0.0013952293395996089,0.0551753997802734,-7.573986053467027e-05,8150.684570312499,269.8791992187501,,,,,,,73250.0,1796.0,1331475.0,-195.3,0.0550141760078108,0.0013589427392509006,4.572248935699463,-0.43232148289680483,4.072370052337646,0.2694479942321778,,,2.4497502063999,-0.5333557721237681,14657.939813612,528.9005883286002,2.97204512015694,-0.341657621783677,0.49,0.0,High income,3
30,FIN,2010,2020,12.2099295,-0.04655044999999998,11.948909,-0.050718300000000126,12.47095,-0.042382600000000006,99.63999938964844,0.001000213623046875,99.72,-0.01799999999999926,,,0.1425575694328217,-0.0020073568413682893,0.0286001201106593,-0.00037136491785969006,0.0268772213088123,-0.00062396600480777,0.089905782048379,0.00021913958363083962,0.005119470725488,-0.00010653964182775997,0.0090181445856674,-0.00032555140085052003,0.1357447353135184,0.00012395129966594754,0.0226142774162425,0.00049024709314037,0.1211148632018351,-0.00127264514097995,0.4184478158565761,0.003874085971256802,1.0,0.0,0.0264184685417005,-0.0015079972966479302,0.0342220777109413,0.0006637988660740099,1.0,0.0,0.0,0.0,0.1973662819053813,0.002898880659019401,0.0008941635506421,0.00013182258298888002,0.421313607543489,0.0014112277412263285,0.0047146805397496,-0.00011886849645283997,0.3150707202080963,-0.0034788640562078586,0.6032358169555664,-0.006027591705322255,0.060750298500061,0.00528743982315064,0.9392497253417968,-0.0052874450683593754,0.1213768473,-0.0018987167099999993,0.1204104042053223,-0.00020587062835694946,0.0650431013107299,0.00017697000503539979,11839.9296875,121.259765625,,,0.4444770050048828,-0.004477321624755859,,,348146.0,2570.9,5363352.0,16619.1,0.0649120177083286,0.00026984520899891865,0.2030370980501175,0.00926539152860641,1.493980050086975,0.04978599548339839,,,3.1682879121621,-0.565932396751917,43556.5385834368,113.44415268705998,1.18413523154646,-0.0893580675893221,0.14,0.0,High income,3
31,FRA,2010,2020,11.2445455,0.002568850000000111,11.156048,0.00264830000000007,11.333043,0.002489399999999975,99.4000015258789,0.01199951171875,99.265,-0.018999999999999774,,,0.1264603941996203,-0.0028093094608860002,0.0341790599427687,-0.0003913978883216502,0.029038805827057,-2.163109089024992e-05,0.0929763175939248,0.0020488176334256605,0.0163779167069027,-4.722000703694974e-05,0.0249629539058358,-0.0006390225461576704,0.1411378031336166,0.00043190154615432017,0.0278923394999246,-0.00042029787597621,0.0958555094645562,-0.001187624282078241,0.4111188997257929,0.00303577697944406,1.0,-6.992322942878104e-09,0.0085394899317185,-0.00035920327265572997,0.0735731505245906,-0.0020021214296997597,1.0,0.0,0.0123906857411536,-0.0005743841098137401,0.2492641416616764,0.0031444522050282004,0.0002699732653991,-2.1668527126744628e-05,0.4425441628246813,0.00027269856398335344,0.1132990823626827,0.0007399056970434706,0.1001193136880975,-0.0011997623892498603,,,,,,,0.09923919263,-0.0011123748550000007,,,,,,,,,,,,,4047319.0,12139.9,65026211.0,257489.9,0.0622413475698284,-5.7493410413240326e-05,,,14.826979637146,0.02387199401855398,,,2.00032476039051,-0.9440970659872819,35578.1968010183,13.100779157430225,1.53112270420926,-0.10546238514841941,0.12,0.0,High income,3
32,GBR,2010,2020,11.321807499999998,0.021566600000000234,11.316956,0.02034420000000008,11.326659,0.02278900000000004,99.79000091552734,0.005999755859375,99.605,,,,0.1138712027372114,-0.001044870248320899,0.0535489334395817,-0.0012226379482225096,0.051091281581944,-0.0011814353704097404,0.06871168548368,0.008997356205975441,0.020326582351719,-0.0006612269682081801,0.0260663631749337,-0.0011390470175238502,0.1604705962797279,0.002931723918480611,0.0203857553498965,-0.0008192735334511299,0.1322332415494384,-0.0027881818410549915,0.3532943580518671,-0.003072407197264748,1.0,0.0,0.0681576356639253,-0.0005757607845579195,0.0848738576585356,0.0007787314884756702,1.0,0.0,0.1111663567386958,-0.0068404342690431,0.2812720637225166,-0.008213617110133301,0.0001591074074442,0.00219390913546393,0.3076640049323296,0.0126754243902777,0.0131959706049064,-0.0002529373484105301,0.133511003271646,0.00023468449792753975,0.5879135131835939,0.016596809387207024,0.114128303527832,-0.0034046001434326206,0.8858717346191406,0.0034045944213867197,0.1321977794,-0.0027790245899999995,0.1276912021636963,0.001263139724731438,0.0569868993759155,-0.0002593297958374,12367.5048828125,141.88544921875,,,0.3443268966674804,0.030025287628173837,,,4184506.0,61047.9,62766365.0,397763.5,0.0666679677881617,0.0005173471142678506,1.208204030990601,,5.036590099334717,2.9135151386260985,130.497283454602,6.418554534166299,2.26054460931586,-1.230844124667786,42762.720840223,21.974226054119935,2.49265472467065,-0.1503168020898159,0.05,0.0,High income,3
33,GEO,2010,2020,7.9060125,0.038584770000000025,7.419354,0.05690884,8.392671,0.02026070000000004,99.45999908447266,0.026000213623046876,,,,,0.1336675880726931,-0.003139765903595791,0.0993648179732988,-0.00483529758385806,0.1272863612303711,-0.004464325944173869,0.129727106981121,0.00522589689965827,0.0182320766923484,0.00014283293876586993,0.0800152914191613,-0.0035209936714767007,0.0668705522554843,0.0034425590656024297,0.0458889607716285,-0.0013591720951611097,0.0899547138740222,0.00307164150463064,0.2089925307298711,0.00543662478960831,1.0,0.0,0.0591696632886564,0.00832104498733879,0.0001634521085321,0.00015989075983595998,1.0,0.0,0.0186335403726708,0.00159643633468357,0.1498855835240274,-0.000736633670091269,0.0,0.00248585474445784,0.6034651847008827,-0.020498637939525242,0.061294540699575,-0.0012551381437911,0.1073880353056554,0.00992718292709145,,,,,,,0.08995471387,0.003071641503,0.0818535815123576,0.002159320610994711,0.0276179333360622,0.0010477179734750199,,,,,,,,,269830.0,5267.2,3786695.0,-6397.9,0.0712573893593225,0.0015373446836616095,,,8.737730026245117,0.2269109725952152,31.4208316402546,3.377248415239039,6.24640865303363,-1.253688043841753,3090.06513662318,156.95441165591598,7.11017897486099,-0.19077140851075897,0.47,0.0,Upper middle income,3
34,GMB,2010,2020,4.26744385,0.11028611499999999,4.2702847,0.09169332999999993,4.264603,0.12887889999999996,59.43999862670898,1.0320003509521491,58.49359130859375,0.5277118682861328,0.529990017414093,0.0018819987773895264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4641596984863281,,0.4276163864135742,,0.5723836135864258,,,,0.1761123085021973,-0.0033351708343350413,0.0256322002410888,0.0003241256738691901,441.5561218261718,,,,,,,,310516.0,9518.8,1926630.0,58910.3,0.1611705413078795,9.617499309519384e-06,1.649063944816589,,25.70465087890625,0.6381278991699219,,,5.90833580968288,-0.5316848521808906,701.014524591061,-3.0255881699809946,5.04968075857402,0.08815956070503903,0.81,0.0,Low income,3
35,GRC,2010,2020,10.46278125,-0.04953352500000001,10.3180895,-0.053943849999999925,10.607473,-0.0451232000000001,99.16999816894533,0.011000061035154829,98.11,0.13599999999999995,,,0.2322252105658087,-0.009403144500742,0.0511681238354593,-0.0008395782745187902,0.0340277719228726,0.0005791624789583096,0.0844033757977893,0.00811832321459333,0.0147374988407287,0.00125142472262114,0.0037602542808724,9.866290022372999e-05,0.1307405002993028,-0.0018911589663663992,0.0123177836420507,0.0006054972674529102,0.0782402684450589,-0.000317702705949309,0.3583792123700561,0.0017985138637270804,1.0,0.0,0.0421336206896551,-0.00194429654802029,0.0,0.00024167561761546,1.0,0.0,0.0,0.0,0.3005387931034482,0.0019144343309011492,0.058405172413793,-0.0058405172413793,0.3607758620689655,-0.00429724249046261,0.0296336206896551,-0.0012850591688580999,0.2085129310344827,0.011211005500203718,,,,,,,0.07824026845,-0.00031724877299999925,,,,,,,,,,,,,642838.0,15.4,11121341.0,-42274.2,0.0578022020905572,0.00022983774339207022,,,7.236879825592041,-0.09977798461914063,,,-5.6937412158003,-0.350249028146948,21547.724178239,-406.0772844916002,4.71298907760388,-0.5960972633417929,0.03,0.0,High income,3
36,GTM,2010,2020,6.08458715,0.021353750000000015,6.1628103,0.010347770000000001,6.006364,0.03235973000000003,70.22000122070312,1.2979995727539062,,,,,0.2264450211464999,-0.0031183670694718084,0.0202048055070851,-0.0004730717121677998,0.0943194703415316,0.0007573011798708701,0.1449050126172405,-0.005366197763398491,0.0062985969807325,0.00132274998437291,0.1080744794007373,-0.008293920195373112,0.0888721470730914,0.0033475711616411897,0.0141982513327594,0.0002844962224660798,0.2063189222113543,-0.0017437864985947904,0.1314544737179057,0.009174106657761149,1.041091180328938,-0.004109118032893799,,,,,1.0,0.0,,,0.4077420391117536,0.016415854337918007,,,0.1731819459502871,-0.00788428023281216,,,0.0,0.00886525874534745,,,0.0009499000012874,0.0046742298752069505,0.999050064086914,-0.004674224853515619,0.2063189222,-0.0017437865000000108,0.1929692077636719,0.00184424972534179,0.0284864997863769,0.00044620013236999973,925.6641235351562,84.28748168945319,,,,,,,2262649.0,5103.7,14500112.0,285721.3,0.1560435533187605,-0.0022746170225455497,,,10.16928005218506,0.2610879898071289,24.8169594138567,,2.88417542800377,-0.46697271786370304,3546.6258162259,45.92132997140898,3.8595090983316,-0.064506847635815,0.46,0.0,Upper middle income,3
37,HKG,2010,2020,11.5640845,0.034452250000000004,11.409092,0.01047930000000008,11.719077,0.058425199999999934,,,,,,,0.189366111538557,-0.01360389610632498,0.0,0.0,0.0971060534610707,0.00017810320942272112,0.1092799880866695,0.02420995621104091,0.0336954903080092,-8.876999068962999e-05,0.068182100220893,-0.0013695663865687894,0.1330414981013129,-0.0011084623536045113,0.0415043061725943,-0.0012406230587154999,0.1939173760889529,-0.0065700357772236016,0.1339070760219404,-0.00040670574733663034,1.0,2.2204460492503132e-17,0.0,0.00641952983725135,0.0,0.01256781193490054,1.0,0.0,0.0,0.00036166365280289,0.2040476761859051,0.00852832460564095,0.0,0.00108499095840867,0.3441644668426525,-0.00539293854683307,0.0,0.0,0.2392608591312694,-0.0023166826581540708,,,0.1267453002929688,,0.8732485961914063,,0.1939173761,-0.00657003578,0.1990941047668457,0.0007116489410400412,0.035100200176239,0.0008956100940704301,8372.04296875,337.22646484375,,,,,,,330600.0,2820.0,7024200.0,45680.0,0.047065858033655,8.95644439276401e-05,1.613155961036682,0.045172703266143824,15.7601900100708,0.33823404312133787,,,6.76768834119794,-1.3312492468190489,38090.0213994329,336.12767137003976,2.29289088604673,-0.204192886496593,,,High income,3
38,HRV,2010,2020,10.3405615,0.010930699999999937,9.963858,0.026322200000000073,10.717265,-0.00446080000000002,99.68000030517578,0.004000091552734375,98.85,0.032500000000000286,,,0.0912073467025166,0.0015418379711525001,0.0282566567932764,-0.0007847830780294801,0.0484975853423777,-0.00014938995627096981,0.1870199422832537,0.000269863918363622,0.0164530346020336,-3.5304728434929976e-05,0.0368697697935844,-0.0005629645817359204,0.1359125181627236,0.0025657802934176605,0.0429723884226947,-0.0006911776326694596,0.1059952560456133,-0.00042963017069286985,0.3068155018519257,-0.0017242356962767103,1.0,-3.661176561919888e-09,0.0390807987885889,0.0006423377767616097,0.0041043700436067,0.00011199702268334995,1.0,0.0,0.0001488056238753,3.04750717337e-06,0.4529838636958253,0.003286250138807123,0.0292214267660895,-0.0013338885141828,0.199985430374737,-0.001143469879789852,0.0520992919961674,-0.0005241510187973996,0.2223760127111096,-0.001042123032655401,0.7055576324462891,0.003914810180664063,0.0644872999191284,0.0016619400978088298,0.9355126953125,-0.001661941528320321,0.105995256,-0.00042963016999999907,0.0873968982696533,-0.0005243196487426799,0.0420651006698608,0.00020203971862792978,,,,,0.5674591827392578,0.017724655151367195,,,170746.0,-1331.4,4295427.0,-38122.1,0.0397506464432988,4.700266638395997e-05,1.944151997566223,-0.1515787988901138,0.2681399881839752,0.06320900022983551,,,-1.33604672354973,-0.6974817291462161,11965.0049285028,158.04831877389006,1.03055505333574,-0.08757436787736339,0.08,0.0,High income,3
39,HUN,2010,2020,10.68685925,-0.04154992499999999,10.551533,-0.0321415,10.8221855,-0.05095834999999997,99.06999969482422,0.004000091552734375,99.275,-0.007000000000000739,,,0.1896688848268056,-0.0033527268450965902,0.0240636148508278,-0.0002835962606811401,0.0372895215364704,0.00041830952436676947,0.1199622771492294,0.0073121170226501594,0.0118544312260911,0.0002886737232030001,0.0134566375263266,0.00048330551628203986,0.1019373629942355,0.002201228703027659,0.0362090713934351,0.00399026396450336,0.112314057209309,-0.001967719388761789,0.353244141287269,-0.009089855959493442,0.9999999999999998,2.2204460492503132e-17,0.0262924479223763,0.00183912371480453,0.0264811385753457,-0.0007709028787126398,1.0,0.0,0.0064420583492624,-0.00060005045295252,0.3251492084626429,-0.007904801591686259,0.0,0.00082437837897108,0.3258056393257896,0.00415831873118182,0.126515089604806,-0.0030070713449392413,0.1633144177597768,0.005461005443333231,0.6249847030639648,0.006252681732177734,0.1036956024169922,0.00020588970184325927,0.8963043975830078,-0.00020588684082031294,0.1123140572,-0.0018975259310000103,0.096772403717041,-0.0015985202789306706,0.0473365020751953,-0.00061100006103516,6801.6328125,126.246923828125,,,,,,,386164.0,-2418.5,10000023.0,-32960.4,0.0386163111824842,-0.00011847376384630029,0.786026120185852,0.007417726516723633,8.704050064086914,0.9764259338378907,81.4521758815481,1.3770934719334504,1.06795068152046,-0.540667608176104,11287.3686666108,337.6928452927699,4.85555795691956,-0.15288140992521798,0.03,0.0,High income,3
40,IDN,2010,2020,7.231467,0.05974711999999993,7.048773,0.05648664000000005,7.414161,0.06300760000000008,94.93000030517578,0.3199996948242173,,,,,0.5576548764700024,-0.030067611628098047,0.0154771453661539,0.00301051919797275,0.0161598421133633,0.00416007144568794,0.0817940593342326,0.008040811029038529,0.0137100643677744,3.800830769054991e-05,0.0716838827076109,-0.0005317808772821106,0.0508675617197331,0.005434428693279101,0.0044282584488362,0.00032425811414443003,0.1801392371830272,-7.024004258067151e-05,0.0080856879022985,0.009661474198844191,1.0000006156130328,-6.156130332168885e-08,,,,,1.0,0.0,,,,,,,,,,,,,0.5445378112792969,,0.1194752025604248,,0.8805248260498046,,0.1801392372,-7.024003999999972e-05,0.1665394020080566,-0.007334299956240399,0.0281227993965148,-0.00179634772617339,996.4109497070312,,,,,,,,26848608.0,220479.2,246305322.0,2850954.4,0.109005391284237,-0.00032854918374582013,1.91054904460907,,16.81669998168945,,,,6.22385418062366,-0.828936600996531,2670.8129098953,106.86361557363102,5.13420639015885,-0.321437111745092,0.77,0.0,Upper middle income,3
41,IRL,2010,2020,11.302776,0.0292192,11.064459,0.044574300000000025,11.541093,0.01386409999999998,99.72000122070312,0.004999542236328125,,,,,0.0799714875942027,0.001801136942608711,0.005484323382661,0.0003465482336502199,0.0258090187095103,0.0006551833397226099,0.3863435496343417,-0.02588519276587467,0.0147397163136954,-0.00029283155047180997,0.0184754357961193,0.00035054557400080973,0.1151161273141094,0.00868678075472697,0.0133431493592851,0.0005289073752328899,0.0712444400629183,0.004687073566841139,0.2694727334216636,0.00912185135192381,0.9999999815885072,2.8223606785005018e-09,0.0110813532327354,0.00013716184298485993,0.0235207407760591,-0.0007824704767818699,1.0,0.0,0.0154087147038677,-0.0005811357603181701,0.4278910269853434,-0.003548863147570691,0.0007546070764829,-2.5210198601249996e-05,0.37036502954403,7.243049619536923e-05,0.0060161824453843,0.00160929615938079,0.144962345236097,0.00311879108471097,0.7162989807128907,-0.017636978149414062,0.0870588970184326,-0.0015719995498657297,0.9129411315917968,0.001571998596191415,0.07124444137,0.004753131333000001,0.0932332038879394,0.002644259452819829,0.0604835987091064,-0.00285671997070312,12341.51171875,-134.43095703125,,,0.5825156021118164,-0.010585289001464843,,,490529.0,8054.1,4560155.0,47959.2,0.1075684927376372,0.0005744735089077094,0.4383839070796967,0.006602701544761652,0.6510699987411499,0.02649800181388855,,,1.68297175486512,0.5470723302488231,46991.6464673949,3393.6290008000105,-0.918388645376774,0.059220499409674096,0.03,0.0,High income,3
42,IRN,2010,2020,7.95076515,0.025644885000000082,7.9096837,0.007056229999999974,7.9918466,0.044233540000000016,93.47000122070312,0.219000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1925691032409668,0.003408590316772461,0.0370917010307312,-0.0005042200088501002,1878.7257080078127,-22.382958984375,,,,,,,5720624.0,256180.0,77420842.0,1030260.1,0.0738899739685083,0.0020525198495709705,,,7.228010177612305,0.8245900154113766,,,5.79793830169604,-0.13561296481093202,5249.06133369759,-11.623702607641007,10.0893629287979,2.05047761099316,0.75,0.0,Upper middle income,3
43,ISL,2010,2020,10.9659715,-0.024628350000000056,10.80286,-0.03638690000000011,11.129083,-0.012869799999999997,97.69000244140624,-0.0340003967285142,,,,,0.2423806352084057,-0.00953000816042611,0.0009092920384851,7.284661432369001e-05,0.0249663341477611,0.0006342426531801296,0.1354612051429209,-0.0012593174653524302,0.0121904895670321,0.00035628061407949987,0.006164196721663,0.0006777852463561601,0.1478398269678215,0.0020648101936996703,0.070696363665041,-0.00027685031169119025,0.1468791307554416,0.0011879378850808392,0.2125125257854275,0.006072272730749917,0.9999999999999998,1.7763568394002506e-16,0.0188197414905228,1.6485064456099945e-05,0.018454220353766,-0.00032846446564133993,1.0,0.0,0.00179879860177,-0.00016989894454174818,0.4467811736552523,-0.0014166051097892264,3.999417963503551e-05,4.053261108639054e-06,0.3096475540789948,-0.0016486728443588726,0.0214919016708385,0.0006363621477700899,0.1829666159692221,0.002906740890996412,0.7256922912597656,-0.006311286926269533,0.0663744020462036,-0.0021277503967285193,0.9336255645751952,0.002127754211425803,0.1468791308,0.0011879378799999978,0.1423122024536133,0.0025667495727538987,0.0694422006607055,0.0016395897865295397,15065.7861328125,374.26552734375,,,,,,,29918.0,339.5,318041.0,4842.2,0.0940696325316547,-0.00031655030561006104,0.592181921005249,0.012515759468078614,2.00216007232666,0.07146999835968018,148.777767500602,-5.030401942791771,-2.22181847599202,-0.442405968698634,49528.4864575422,293.5820828321499,5.39673113167477,-0.254880711648812,0.08,0.0,High income,3
44,ISR,2010,2020,10.416691,0.016041850000000045,10.167402,0.0014893000000000712,10.66598,0.03059440000000002,99.76000213623048,0.022999572753903408,,,,,0.1379770600389167,-0.006149293548231569,0.1533954213934933,-0.0036565457439775005,0.0393343405874728,-0.00022164293280389004,0.0599005425317394,0.00812830670398253,0.0152272777615137,-0.00024639688466045006,0.0008689242182543,0.00049990995461357,0.1229888658283775,0.00123757531835451,0.0370719611330736,-0.0007523487645628501,0.1642256435886948,-0.0007508444482750593,0.2690099629184629,0.0019112803455607896,0.9999999999999992,7.771561172376095e-17,0.0,0.00401347502016167,0.0,0.00059710941847076,1.0,0.0,0.0,0.00103234777744145,0.0,0.040578976370147964,0.0,9.625363515468068e-06,0.0,0.02560400765975619,0.0,0.00620054799682666,0.0,0.02196384723670345,0.729277114868164,0.0028848495483398406,0.0837959003448486,0.0014290895462036103,0.916204071044922,-0.0014290847778320348,0.1641954585999999,-0.0007431557999999893,0.1363444042205811,0.0009074296951293887,0.0540408992767333,0.0011141600608825706,8904.5224609375,303.5900390625,,,,,,,807565.0,18667.8,7623600.0,159150.0,0.1059296133060496,0.0001963193066100405,1.415560007095337,-0.032912504673004196,21.64463996887207,0.18752193450927698,,,5.53434033902194,-0.755595582139783,33344.7213294093,459.0821942308597,2.70270270270273,-0.3277957323600486,0.55,0.0,High income,3
45,ITA,2010,2020,10.9334135,-0.04785830000000004,10.796503,-0.041150599999999926,11.070324,-0.05456599999999998,99.7699966430664,0.012000274658203126,99.29,0.034999999999999434,,,0.1789548553830571,-0.0037824934401386513,0.0275455523819808,-0.00035795767697812986,0.0386216176293521,-0.00032800819129196054,0.0802255679229802,0.00239863526347565,0.0175208630468054,-4.506682375704021e-05,0.0129032498314943,-0.00026504818699310003,0.1478616851060872,-0.0010455422484298483,0.0131969399623391,0.00015297017533910003,0.0882470572025456,-0.001217000668586299,0.3949226115333579,0.004489511797360268,1.0,0.0,0.0269478765782188,0.00033664111559236,0.0057108455427272,-0.00014691463124709,1.0,0.0,0.0159369162559359,-4.3946612709089976e-05,0.3421865505367631,0.0029475017311711206,0.0026584970629937,5.8408326320800055e-06,0.4537590304503409,-0.0010293534455697085,0.0462494092228748,-0.00015452261588987034,0.1065508743501451,-0.0019152463739797899,0.7466483306884766,-0.0024887313842773427,0.0482101011276245,0.0004506297111511202,0.9517899322509764,-0.00045063018798826573,0.08706913485,-0.0012326243429999994,0.0866740036010742,-0.0008869605064392106,0.0431626987457275,0.00010176992416381994,12370.7685546875,56.354980468750185,,,0.5494506072998047,0.0016421699523925803,,,2799628.0,-10805.2,59819407.0,-38055.6,0.0468013332195018,-0.00015182236923678012,0.90279221534729,-0.026704239845275878,6.891029834747314,-0.08574600219726554,,,1.52910573247101,-1.039732695432446,31928.5543621096,-245.87554382470006,1.52551602118248,-0.166322359509899,0.11,0.0,High income,3
46,JOR,2010,2020,7.892709,-0.022140499999999896,7.436154,-0.01953339999999999,8.349264,-0.02474759999999989,97.68000030517578,0.048000335693359375,,,,,0.1433426769446391,0.0048030961955407596,0.1700770847932726,-0.00414524606902687,0.1332690960056062,0.0022040143732541483,0.0797827610371408,-0.0032373600549479,0.0005781359495444,-1.3611940989700075e-06,0.0457778556412053,-0.0025433278871368303,0.1091275402943238,-0.00152102864865008,0.0205325858444288,-2.8571515299550058e-05,0.1120357393132445,0.0011671012176773202,0.1854765241765943,0.0033026835826879706,1.0,0.0,,,,,1.0,0.0,,,0.7139953088350272,-0.06682735010245841,,,0.158717748240813,0.06734893601400563,,,0.0381548084440969,0.005425414285033051,,,,,,,0.1120357392999999,0.0011671012200000109,0.1069395401981491,0.0012740272926034704,0.0316850989003322,0.00038452494976835003,,,,,,,,,913810.0,22427.4,7297043.0,356818.5,0.1252301788546401,-0.00204846548766804,,,33.09439849853516,0.18255233764648365,59.7710843617397,1.6194988324250894,2.31483422063046,-0.341758610372092,4621.5742854131,-81.46947918639603,4.84551875852116,-0.45122244078927815,0.04,0.0,Lower middle income,3
47,KAZ,2010,2020,8.986349,0.014574599999999905,8.705574,0.02268150000000002,9.267124,0.006467699999999965,99.56999969482422,0.004000091552734375,,,,,0.0731741264148446,-0.00030524099010978965,0.0496138332651566,0.00185055520201578,0.0826777880824403,-0.0043536294945345205,0.152691964846033,-0.00729682989998405,0.0047259315051509,0.00156111083460813,0.0749054672564859,0.0026223053892567893,0.1235775401212524,-0.00045099343788185947,0.0510161552864012,-0.00213088777798285,0.1693131657129243,0.003233610355866651,0.2183040275093106,0.0052699998187454074,1.0,-3.219646771412954e-16,0.0,0.00306800349249325,0.0176361102535409,0.0003889074330923701,1.0,0.0,0.0,0.0047065287379607895,0.6132230411896593,-0.049167940408311614,0.0,0.00121923735809142,0.2454091948047148,0.04132472069744014,0.0,0.0016495077281415398,0.123731653752085,-0.003188965038907911,0.5776979827880858,,0.0939523983001709,,0.906047592163086,,0.1693131657,0.00323361036,0.1591928479165183,0.002075880139202099,0.0358735481721565,0.00085884898448053,,,,,,,,,970879.0,55811.7,16836810.0,264530.7,0.0576640705691873,0.00208179547671763,,,0.8615599870681763,0.07656500339508057,9.52296325134078,1.419279724968192,7.30000000329814,-0.9799999999578141,8704.70655484556,186.032942677794,7.40046356341397,-0.06823090147993298,0.66,0.0,Upper middle income,3
48,KOR,2010,2020,12.246094,-0.05598029999999987,12.12137,-0.048171900000000004,12.370818,-0.06378869999999992,99.94000244140624,0.005999755859376421,,,,,0.148367057029877,,0.0962406873355223,,0.0365077138290021,,0.2159762999200612,,0.0170583494667088,,0.0633270105844494,,0.0152300141197353,,0.0265140034832221,,0.1481633581235523,,0.2185736277071606,,0.9859581215992914,,,,,,1.0,,,,0.3636611279847018,,,,0.4142876928979787,,,,0.1024660249877497,,,,,,,,0.1481633581,,,,,,,,,,,,,,3279829.0,-55587.8,49554112.0,228212.7,0.0661868181595101,-0.0013637654629339697,,,1.436020016670227,0.01083899736404419,,,6.98166138853071,-0.7681903706072816,26623.0487122927,659.2881180518095,2.93928652655686,-0.24019985031451227,0.0,0.0,High income,3
49,KWT,2010,2020,7.69951015,-0.029647094999999977,7.1446733,-0.029892059999999977,8.254347,-0.029402129999999894,,,,,,,0.19166093642558,,0.0787647683940739,,0.0616365568544102,,0.218665999874977,,0.0008751640932674,,0.0465087203850722,,0.066137400762643,,0.0238794774020129,,0.102706757517034,,0.20916421829093,,1.0000000000000009,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.1027067575,,,,,,,,,,,,,,206593.0,,2943372.0,,0.0701892251472121,,,,39.18394088745117,0.17114601135253907,,,-2.37054804425912,-0.24467678895567305,32568.4981754501,-702.6960276659298,4.49640287769787,-0.23946733294238695,0.34,0.0,High income,3
