iso3,year,all_staff_pcttotal,capex_pcttotal,currex_pcttotal,expenditure_pctbudget_imf,expenditure_pctbudget_uis,expenditure_pctgdp,expenditure_perchild_ppp,lang_match_pct,teaching_staff_pcttotal
BDI,2012,0.7758615112304688,0.01909219980239868,0.9809078216552735,0.1813669809,0.1642831993103027,0.06167769908905029,146.7864379882813,,0.7108904266357422
BDI,2013,,,,0.18544789860000002,0.1724325942993164,0.059953999519348135,151.0468292236328,,
BDI,2014,,,,,0.2384000015258789,0.06784520149230958,,0.03049138069152832,
BDI,2015,,,,,0.2749724006652832,0.06371339797973632,,,
BDI,2016,,,,,0.2078461074829102,0.04691999912261963,,,
BDI,2017,,,,,0.19764850616455082,0.047620201110839845,,,
BDI,2018,,,,,0.1951926040649414,0.050786399841308595,,,
BDI,2019,,,,,0.212221666369194,0.053466844537840064,,0.03987472057342529,
BDI,2020,,,,,0.2074195234309137,0.05321585068387311,,,
BDI,2021,,,,,0.2043854000560069,0.04871141738923751,,,
BDI,2022,,,,,0.20637083807302323,,,,
BDI,2025,,,,,0.10290740013122561,0.04504039764404297,,,
BEL,2010,0.8428350830078125,0.03777050018310547,0.9622295379638672,0.1121544495,0.1194892024993896,0.0644078016281128,,,0.6273331832885742
BEL,2011,0.8448368072509765,0.03618330001831055,0.9638166809082032,0.11229570109999999,0.11603019714355471,0.06384819984436035,,,0.6297116088867188
BEL,2012,0.8323877716064453,0.04397210121154785,0.9560279083251954,0.1106992166,0.1167440032958984,0.06566259860992432,13957.8095703125,,0.6190781021118164
BEL,2013,0.8137931823730469,0.05591609954833984,0.9440838623046875,0.11351720820000001,0.1180877017974854,0.06601359844207763,13867.310546875,,0.6029914093017578
BEL,2014,0.8145377349853515,0.04824429988861084,0.9517556762695313,0.1134249574,0.1183518981933594,0.0655866003036499,13740.4794921875,,0.6055035018920898
BEL,2015,0.8104196929931641,0.05039659976959229,0.9496034240722656,0.1173614811,0.1200726985931396,0.06469639778137207,13761.2978515625,,0.6066809844970703
BEL,2016,0.8031037902832031,0.055599098205566404,0.9444008636474609,0.1169543099,0.1215122032165527,0.06486130237579346,13778.462890625,,0.5986687850952148
BEL,2017,0.8090943145751953,0.05128680229187012,0.9487132263183594,0.1197686712,0.1234185981750488,0.06449150085449219,13719.8876953125,,0.6047204971313477
BEL,2018,0.81708740234375,0.05449150085449219,0.9455084991455078,0.11878839640000001,0.1218058013916016,0.06388830184936524,13823.7646484375,,0.6124163818359375
BEL,2019,0.830254898071289,0.053511099815368654,0.9464888763427735,0.1181700094,0.122196102142334,0.0632381010055542,13804.2275390625,,0.6236679840087891
BEL,2020,0.8222672271728516,0.05144120216369629,0.9485588073730469,0.1114883733,0.11555789947509769,0.06754700183868408,14131.62890625,,0.6165676116943358
BEL,2021,0.8190866851806641,0.04764699935913086,0.9523529815673828,0.11319679989999999,0.116143798828125,0.06380819797515869,14476.475585937498,,0.6044832992553711
BEL,2022,0.8076142883300781,0.04559360027313233,0.9544064331054688,,0.12010379791259769,0.06276110172271729,15002.726562500002,,0.5942399978637696
BEN,2010,0.8565455627441406,0.08151519775390625,0.9184848022460937,,0.2614396095275879,0.03679970026016235,323.1785583496094,,0.8082443237304687
BEN,2012,0.668502197265625,0.1057798004150391,0.8942201995849609,,0.2502131080627441,0.03562020063400269,259.7986450195313,,0.5776094055175781
BEN,2013,0.7318605804443359,0.07498950004577637,0.9250105285644531,,0.2234122085571289,0.033275101184844974,264.7864074707031,,0.6307580947875977
BEN,2014,0.7350749969482422,0.06589879989624023,0.9341011810302734,,0.2222771072387695,0.031617898941040036,249.9444274902344,0.0494730281829834,0.634068717956543
BEN,2015,0.6952684783935547,0.08309849739074707,0.9169014739990234,,0.1747952079772949,0.03172980070114136,234.6894836425781,,0.6001242065429688
BEN,2016,,,,,0.1879140090942383,0.028991000652313227,,,
BEN,2017,,,,,0.19879650115966802,0.03535589933395386,,,
BEN,2018,,,,,0.1770918083190918,0.029316198825836182,,,
BEN,2019,,,,,0.18868116149159128,0.02732047414606282,,0.1522772979736328,
BEN,2020,,,,,0.1572035389877586,0.02898984319116178,,,
BEN,2021,,,,,0.147747873406015,0.030969263809038118,,,
BEN,2022,,,,,0.14991470687189928,0.030972642678304952,,,
BEN,2023,,,,,0.15797556817439,0.03229743220566077,,,
BEN,2024,,,,,0.1796803182192264,,,,
BEN,2025,,,,,0.1802168943239186,,,,
BFA,2010,,,,,0.16172819137573238,0.03502229928970337,347.2294311523438,,
BFA,2011,,,,,0.195006103515625,0.03985150098800659,335.7820129394531,,
BFA,2012,,,,,0.158953800201416,0.0360315990447998,335.2244262695313,,
BFA,2013,,,,,0.1616527938842773,0.04083439826965332,382.3715209960938,,
BFA,2014,,,,,0.1936811065673828,0.04053299903869629,430.2927856445313,0.05832575798034668,
BFA,2015,,,,,0.18027080535888668,0.03670089960098267,340.2007751464844,,
BFA,2017,,,,0.07142145212,0.2144400024414063,0.056284699440002445,,,
BFA,2018,,,,0.1100965199,0.2266116905212402,0.05488609790802002,,,
BFA,2019,,,,0.06600564472,0.21656620423050288,0.05456156325202511,,0.09420843124389648,
BFA,2020,,,,0.06911162754,0.20992458792054852,0.05211482770301663,,,
BFA,2021,,,,0.07384399128000001,0.2139246515992313,0.052491334671202795,,,
BFA,2022,,,,0.052418913260000005,0.219580967321077,0.05294567533042409,,,
BFA,2023,,,,,0.202971969686914,0.053275784099718705,,,
BGD,2010,,,,0.1687200379,,,,,
BGD,2011,0.9474034881591797,0.005145999789237976,0.9948539733886719,0.1682160773,0.1679397010803223,0.02132699966430664,,,0.80489501953125
BGD,2012,0.9518270874023438,0.005383700132369995,0.9946163177490235,0.1607224669,0.15745120048522948,0.021754999160766602,,,
BGD,2013,,,,0.1444142625,0.1403464984893799,0.01966169953346252,,,
BGD,2014,,,,0.1594565264,0.1330632793577933,0.0209871663086838,,,
BGD,2015,,,,0.1601340961,0.1204410314352193,0.01872254171099784,,,
BGD,2016,0.7295987701416016,0.1418268966674805,0.8581730651855469,0.1862597884,0.110494499206543,0.01281839966773987,,,0.5952228164672853
BGD,2017,,,,,,0.021134287535664802,,,
BGD,2018,,,,,0.1424517178526184,0.020947747354566563,,,
BGD,2019,0.5499031066894531,0.2896017074584961,0.7103983306884766,,0.08732950210571289,0.01130949974060059,,0.9899015045166015,0.4486230087280273
BGD,2020,,,,,0.1503070258948972,0.02139743517418768,,,
BGD,2021,,,,,0.1276997604748202,0.021709088250465372,,,
BGD,2022,,,,,0.1240404380791912,0.020853865780624294,,,
BGD,2023,,,,,0.1300122481669384,0.021621382634470068,,,
BGD,2024,,,,,0.11993016402265731,0.020343847791383964,,,
BGD,2025,,,,,0.1188343789209536,,,,
BGR,2010,0.6655599975585937,0.05068699836730957,0.949312973022461,0.09881103734,0.11163419723510741,0.03857460021972656,5145.166015625,,0.4944691848754883
BGR,2011,0.7068611907958985,0.047713699340820315,0.9522863006591797,0.09981704619000001,0.1110004997253418,0.03546900033950806,4619.06884765625,,0.5237886810302733
BGR,2012,0.7144976806640625,0.05861609935760498,0.9413838958740235,0.09672344827,0.1069091987609863,0.03476500034332275,4640.59619140625,,0.5289107894897461
BGR,2013,0.7176109313964844,0.07301660060882569,0.9269834136962891,0.09768978608,0.1143980026245117,0.040576601028442384,5716.77587890625,,0.533731803894043
BGR,2014,0.705667724609375,0.0873031997680664,0.912696762084961,0.09427798667,0.1131035041809082,0.041938800811767575,5820.0888671875,,0.5253604888916016
BGR,2015,0.7510739135742187,0.05574820041656494,0.9442517852783203,0.09689010134,0.1040633964538574,0.038846900463104246,5627.087890625,,0.5611964035034179
BGR,2016,0.7632086181640625,0.03640759944915771,0.9635923767089843,0.09775506462,0.11655819892883301,0.03814359903335571,5848.90087890625,,0.5716477966308594
BGR,2017,0.7260028839111328,0.04494259834289551,0.955057373046875,0.1015288066,0.1273095035552979,0.04077549934387207,6019.224609375,,0.5471271133422853
BGR,2018,0.7427999114990235,0.048009400367736814,0.9519905853271484,0.09552492003999999,0.1179002952575684,0.040520100593566886,6361.82568359375,,0.5588613128662109
BGR,2019,0.7360989379882813,0.059478302001953136,0.9405216979980469,0.10486781819999999,0.1170670986175537,0.042143001556396484,6947.588378906249,,0.5573669815063478
BGR,2020,0.7544464874267578,0.04514689922332764,0.9548531341552734,0.09501516612,0.11914999961853029,0.0448298978805542,7460.90576171875,,0.5735462188720704
BGR,2021,0.7675347900390626,0.058228101730346676,0.9417719268798828,0.1035651602,0.1225271034240723,0.04709239959716797,8560.7265625,,0.583526611328125
BGR,2022,0.7476827239990235,0.07185440063476563,0.9281455993652343,0.09396307962,0.11981849670410159,0.04501090049743652,9259.23828125,,0.5631295013427734
BGR,2023,,,,,,,,0.8034935760498046,
BHR,2010,,,,0.1170121052,0.08625524229684478,0.02351149749849765,,,
BHR,2011,,,,0.11402768220000001,0.08769654500444263,0.02312353964879852,,,
BHR,2012,0.8232054138183593,0.03848999977111816,0.961510009765625,0.1177540691,0.08179829597473144,0.02544830083847046,,,0.6160462951660156
BHR,2013,,,,0.11994697289999999,0.07458600044250488,0.02382869958877563,5903.69189453125,,
