iso3,year,lang_frac
MWI,2024,0.6
MWI,2025,0.6
MYS,2000,0.6
MYS,2001,0.6
MYS,2002,0.6
MYS,2003,0.6
MYS,2004,0.6
MYS,2005,0.6
MYS,2006,0.6
MYS,2007,0.6
MYS,2008,0.6
MYS,2009,0.6
MYS,2010,0.6
MYS,2011,0.6
MYS,2012,0.6
MYS,2013,0.6
MYS,2014,0.6
MYS,2015,0.6
MYS,2016,0.6
MYS,2017,0.6
MYS,2018,0.6
MYS,2019,0.6
MYS,2020,0.6
MYS,2021,0.6
MYS,2022,0.6
MYS,2023,0.6
MYS,2024,0.6
MYS,2025,0.6
MLI,2000,0.84
MLI,2001,0.84
MLI,2002,0.84
MLI,2003,0.84
MLI,2004,0.84
MLI,2005,0.84
MLI,2006,0.84
MLI,2007,0.84
MLI,2008,0.84
MLI,2009,0.84
MLI,2010,0.84
MLI,2011,0.84
MLI,2012,0.84
MLI,2013,0.84
MLI,2014,0.84
MLI,2015,0.84
MLI,2016,0.84
MLI,2017,0.84
MLI,2018,0.84
MLI,2019,0.84
MLI,2020,0.84
MLI,2021,0.84
MLI,2022,0.84
MLI,2023,0.84
MLI,2024,0.84
MLI,2025,0.84
MLT,2000,0.09
MLT,2001,0.09
MLT,2002,0.09
MLT,2003,0.09
MLT,2004,0.09
MLT,2005,0.09
MLT,2006,0.09
MLT,2007,0.09
MLT,2008,0.09
MLT,2009,0.09
MLT,2010,0.09
MLT,2011,0.09
MLT,2012,0.09
MLT,2013,0.09
MLT,2014,0.09
MLT,2015,0.09
MLT,2016,0.09
MLT,2017,0.09
MLT,2018,0.09
MLT,2019,0.09
MLT,2020,0.09
MLT,2021,0.09
MLT,2022,0.09
MLT,2023,0.09
MLT,2024,0.09
MLT,2025,0.09
MRT,2000,0.33
MRT,2001,0.33
MRT,2002,0.33
MRT,2003,0.33
MRT,2004,0.33
MRT,2005,0.33
MRT,2006,0.33
MRT,2007,0.33
MRT,2008,0.33
MRT,2009,0.33
MRT,2010,0.33
MRT,2011,0.33
MRT,2012,0.33
MRT,2013,0.33
MRT,2014,0.33
MRT,2015,0.33
MRT,2016,0.33
MRT,2017,0.33
MRT,2018,0.33
MRT,2019,0.33
MRT,2020,0.33
MRT,2021,0.33
MRT,2022,0.33
MRT,2023,0.33
MRT,2024,0.33
MRT,2025,0.33
MUS,2000,0.45
MUS,2001,0.45
MUS,2002,0.45
MUS,2003,0.45
MUS,2004,0.45
MUS,2005,0.45
MUS,2006,0.45
MUS,2007,0.45
MUS,2008,0.45
MUS,2009,0.45
MUS,2010,0.45
MUS,2011,0.45
MUS,2012,0.45
MUS,2013,0.45
MUS,2014,0.45
MUS,2015,0.45
MUS,2016,0.45
MUS,2017,0.45
MUS,2018,0.45
MUS,2019,0.45
MUS,2020,0.45
MUS,2021,0.45
MUS,2022,0.45
MUS,2023,0.45
MUS,2024,0.45
MUS,2025,0.45
MEX,2000,0.15
MEX,2001,0.15
MEX,2002,0.15
MEX,2003,0.15
MEX,2004,0.15
MEX,2005,0.15
MEX,2006,0.15
MEX,2007,0.15
MEX,2008,0.15
MEX,2009,0.15
MEX,2010,0.15
MEX,2011,0.15
MEX,2012,0.15
MEX,2013,0.15
MEX,2014,0.15
MEX,2015,0.15
MEX,2016,0.15
MEX,2017,0.15
MEX,2018,0.15
MEX,2019,0.15
MEX,2020,0.15
MEX,2021,0.15
MEX,2022,0.15
MEX,2023,0.15
MEX,2024,0.15
MEX,2025,0.15
MCO,2000,0.73
MCO,2001,0.73
MCO,2002,0.73
MCO,2003,0.73
MCO,2004,0.73
MCO,2005,0.73
MCO,2006,0.73
MCO,2007,0.73
MCO,2008,0.73
MCO,2009,0.73
MCO,2010,0.73
MCO,2011,0.73
MCO,2012,0.73
MCO,2013,0.73
MCO,2014,0.73
MCO,2015,0.73
MCO,2016,0.73
MCO,2017,0.73
MCO,2018,0.73
MCO,2019,0.73
MCO,2020,0.73
MCO,2021,0.73
MCO,2022,0.73
MCO,2023,0.73
MCO,2024,0.73
MCO,2025,0.73
MNG,2000,0.37
MNG,2001,0.37
MNG,2002,0.37
MNG,2003,0.37
MNG,2004,0.37
MNG,2005,0.37
MNG,2006,0.37
MNG,2007,0.37
MNG,2008,0.37
MNG,2009,0.37
MNG,2010,0.37
MNG,2011,0.37
MNG,2012,0.37
MNG,2013,0.37
MNG,2014,0.37
MNG,2015,0.37
MNG,2016,0.37
MNG,2017,0.37
MNG,2018,0.37
MNG,2019,0.37
MNG,2020,0.37
MNG,2021,0.37
MNG,2022,0.37
MNG,2023,0.37
MNG,2024,0.37
MNG,2025,0.37
MDA,2000,0.55
MDA,2001,0.55
MDA,2002,0.55
MDA,2003,0.55
MDA,2004,0.55
MDA,2005,0.55
MDA,2006,0.55
MDA,2007,0.55
MDA,2008,0.55
MDA,2009,0.55
MDA,2010,0.55
MDA,2011,0.55
MDA,2012,0.55
MDA,2013,0.55
MDA,2014,0.55
MDA,2015,0.55
MDA,2016,0.55
MDA,2017,0.55
MDA,2018,0.55
MDA,2019,0.55
MDA,2020,0.55
MDA,2021,0.55
MDA,2022,0.55
MDA,2023,0.55
MDA,2024,0.55
MDA,2025,0.55
MAR,2000,0.47
MAR,2001,0.47
MAR,2002,0.47
MAR,2003,0.47
MAR,2004,0.47
MAR,2005,0.47
MAR,2006,0.47
MAR,2007,0.47
MAR,2008,0.47
MAR,2009,0.47
MAR,2010,0.47
MAR,2011,0.47
MAR,2012,0.47
MAR,2013,0.47
MAR,2014,0.47
MAR,2015,0.47
MAR,2016,0.47
MAR,2017,0.47
MAR,2018,0.47
MAR,2019,0.47
MAR,2020,0.47
MAR,2021,0.47
MAR,2022,0.47
MAR,2023,0.47
MAR,2024,0.47
MAR,2025,0.47
MOZ,2000,0.81
MOZ,2001,0.81
MOZ,2002,0.81
MOZ,2003,0.81
MOZ,2004,0.81
MOZ,2005,0.81
MOZ,2006,0.81
MOZ,2007,0.81
MOZ,2008,0.81
MOZ,2009,0.81
MOZ,2010,0.81
MOZ,2011,0.81
MOZ,2012,0.81
MOZ,2013,0.81
MOZ,2014,0.81
MOZ,2015,0.81
MOZ,2016,0.81
MOZ,2017,0.81
MOZ,2018,0.81
MOZ,2019,0.81
MOZ,2020,0.81
MOZ,2021,0.81
MOZ,2022,0.81
MOZ,2023,0.81
MOZ,2024,0.81
MOZ,2025,0.81
OMN,2000,0.36
OMN,2001,0.36
OMN,2002,0.36
OMN,2003,0.36
OMN,2004,0.36
OMN,2005,0.36
OMN,2006,0.36
OMN,2007,0.36
OMN,2008,0.36
OMN,2009,0.36
OMN,2010,0.36
OMN,2011,0.36
OMN,2012,0.36
OMN,2013,0.36
OMN,2014,0.36
OMN,2015,0.36
OMN,2016,0.36
OMN,2017,0.36
OMN,2018,0.36
OMN,2019,0.36
OMN,2020,0.36
OMN,2021,0.36
OMN,2022,0.36
OMN,2023,0.36
OMN,2024,0.36
OMN,2025,0.36
NAM,2000,0.7
NAM,2001,0.7
NAM,2002,0.7
NAM,2003,0.7
NAM,2004,0.7
NAM,2005,0.7
NAM,2006,0.7
NAM,2007,0.7
NAM,2008,0.7
NAM,2009,0.7
NAM,2010,0.7
NAM,2011,0.7
NAM,2012,0.7
NAM,2013,0.7
NAM,2014,0.7
NAM,2015,0.7
NAM,2016,0.7
NAM,2017,0.7
NAM,2018,0.7
NAM,2019,0.7
NAM,2020,0.7
NAM,2021,0.7
NAM,2022,0.7
NAM,2023,0.7
NAM,2024,0.7
NAM,2025,0.7
NRU,2000,0.62
NRU,2001,0.62
NRU,2002,0.62
NRU,2003,0.62
NRU,2004,0.62
NRU,2005,0.62
NRU,2006,0.62
NRU,2007,0.62
NRU,2008,0.62
NRU,2009,0.62
NRU,2010,0.62
NRU,2011,0.62
NRU,2012,0.62
NRU,2013,0.62
NRU,2014,0.62
NRU,2015,0.62
NRU,2016,0.62
NRU,2017,0.62
NRU,2018,0.62
NRU,2019,0.62
NRU,2020,0.62
NRU,2021,0.62
NRU,2022,0.62
NRU,2023,0.62
NRU,2024,0.62
NRU,2025,0.62
NPL,2000,0.72
NPL,2001,0.72
NPL,2002,0.72
NPL,2003,0.72
NPL,2004,0.72
NPL,2005,0.72
NPL,2006,0.72
NPL,2007,0.72
NPL,2008,0.72
NPL,2009,0.72
NPL,2010,0.72
NPL,2011,0.72
NPL,2012,0.72
NPL,2013,0.72
NPL,2014,0.72
NPL,2015,0.72
NPL,2016,0.72
NPL,2017,0.72
NPL,2018,0.72
NPL,2019,0.72
NPL,2020,0.72
NPL,2021,0.72
NPL,2022,0.72
NPL,2023,0.72
NPL,2024,0.72
NPL,2025,0.72
NLD,2000,0.51
NLD,2001,0.51
NLD,2002,0.51
NLD,2003,0.51
NLD,2004,0.51
NLD,2005,0.51
NLD,2006,0.51
NLD,2007,0.51
NLD,2008,0.51
NLD,2009,0.51
NLD,2010,0.51
NLD,2011,0.51
NLD,2012,0.51
NLD,2013,0.51
NLD,2014,0.51
NLD,2015,0.51
NLD,2016,0.51
NLD,2017,0.51
NLD,2018,0.51
NLD,2019,0.51
NLD,2020,0.51
NLD,2021,0.51
NLD,2022,0.51
NLD,2023,0.51
NLD,2024,0.51
NLD,2025,0.51
VUT,2000,0.58
VUT,2001,0.58
VUT,2002,0.58
VUT,2003,0.58
VUT,2004,0.58
VUT,2005,0.58
VUT,2006,0.58
VUT,2007,0.58
VUT,2008,0.58
VUT,2009,0.58
VUT,2010,0.58
VUT,2011,0.58
VUT,2012,0.58
VUT,2013,0.58
VUT,2014,0.58
VUT,2015,0.58
VUT,2016,0.58
VUT,2017,0.58
VUT,2018,0.58
VUT,2019,0.58
VUT,2020,0.58
VUT,2021,0.58
VUT,2022,0.58
VUT,2023,0.58
VUT,2024,0.58
VUT,2025,0.58
NZL,2000,0.17
NZL,2001,0.17
NZL,2002,0.17
NZL,2003,0.17
NZL,2004,0.17
NZL,2005,0.17
NZL,2006,0.17
NZL,2007,0.17
NZL,2008,0.17
NZL,2009,0.17
NZL,2010,0.17
NZL,2011,0.17
NZL,2012,0.17
NZL,2013,0.17
NZL,2014,0.17
NZL,2015,0.17
NZL,2016,0.17
NZL,2017,0.17
NZL,2018,0.17
NZL,2019,0.17
NZL,2020,0.17
NZL,2021,0.17
NZL,2022,0.17
NZL,2023,0.17
NZL,2024,0.17
NZL,2025,0.17
NIC,2000,0.05
NIC,2001,0.05
NIC,2002,0.05
NIC,2003,0.05
NIC,2004,0.05
NIC,2005,0.05
NIC,2006,0.05
NIC,2007,0.05
NIC,2008,0.05
NIC,2009,0.05
NIC,2010,0.05
NIC,2011,0.05
NIC,2012,0.05
NIC,2013,0.05
NIC,2014,0.05
NIC,2015,0.05
NIC,2016,0.05
NIC,2017,0.05
NIC,2018,0.05
NIC,2019,0.05
NIC,2020,0.05
NIC,2021,0.05
NIC,2022,0.05
NIC,2023,0.05
NIC,2024,0.05
NIC,2025,0.05
NER,2000,0.65
NER,2001,0.65
NER,2002,0.65
NER,2003,0.65
NER,2004,0.65
NER,2005,0.65
NER,2006,0.65
NER,2007,0.65
NER,2008,0.65
NER,2009,0.65
NER,2010,0.65
NER,2011,0.65
NER,2012,0.65
NER,2013,0.65
NER,2014,0.65
NER,2015,0.65
NER,2016,0.65
NER,2017,0.65
NER,2018,0.65
NER,2019,0.65
NER,2020,0.65
NER,2021,0.65
NER,2022,0.65
NER,2023,0.65
NER,2024,0.65
NER,2025,0.65
NGA,2000,0.85
NGA,2001,0.85
NGA,2002,0.85
NGA,2003,0.85
NGA,2004,0.85
NGA,2005,0.85
NGA,2006,0.85
NGA,2007,0.85
NGA,2008,0.85
NGA,2009,0.85
NGA,2010,0.85
NGA,2011,0.85
NGA,2012,0.85
NGA,2013,0.85
NGA,2014,0.85
NGA,2015,0.85
NGA,2016,0.85
NGA,2017,0.85
NGA,2018,0.85
NGA,2019,0.85
NGA,2020,0.85
NGA,2021,0.85
NGA,2022,0.85
NGA,2023,0.85
NGA,2024,0.85
NGA,2025,0.85
NOR,2000,0.07
NOR,2001,0.07
NOR,2002,0.07
NOR,2003,0.07
NOR,2004,0.07
NOR,2005,0.07
NOR,2006,0.07
NOR,2007,0.07
NOR,2008,0.07
NOR,2009,0.07
NOR,2010,0.07
NOR,2011,0.07
NOR,2012,0.07
NOR,2013,0.07
NOR,2014,0.07
NOR,2015,0.07
NOR,2016,0.07
NOR,2017,0.07
NOR,2018,0.07
NOR,2019,0.07
NOR,2020,0.07
NOR,2021,0.07
NOR,2022,0.07
NOR,2023,0.07
NOR,2024,0.07
NOR,2025,0.07
FSM,2000,0.75
FSM,2001,0.75
FSM,2002,0.75
FSM,2003,0.75
FSM,2004,0.75
FSM,2005,0.75
FSM,2006,0.75
FSM,2007,0.75
FSM,2008,0.75
FSM,2009,0.75
FSM,2010,0.75
FSM,2011,0.75
FSM,2012,0.75
FSM,2013,0.75
FSM,2014,0.75
FSM,2015,0.75
FSM,2016,0.75
FSM,2017,0.75
FSM,2018,0.75
FSM,2019,0.75
FSM,2020,0.75
FSM,2021,0.75
FSM,2022,0.75
FSM,2023,0.75
FSM,2024,0.75
FSM,2025,0.75
MHL,2000,0.06
MHL,2001,0.06
MHL,2002,0.06
MHL,2003,0.06
MHL,2004,0.06
MHL,2005,0.06
MHL,2006,0.06
MHL,2007,0.06
MHL,2008,0.06
MHL,2009,0.06
MHL,2010,0.06
MHL,2011,0.06
MHL,2012,0.06
MHL,2013,0.06
MHL,2014,0.06
MHL,2015,0.06
MHL,2016,0.06
MHL,2017,0.06
MHL,2018,0.06
MHL,2019,0.06
MHL,2020,0.06
MHL,2021,0.06
MHL,2022,0.06
MHL,2023,0.06
MHL,2024,0.06
MHL,2025,0.06
PLW,2000,0.32
PLW,2001,0.32
PLW,2002,0.32
PLW,2003,0.32
PLW,2004,0.32
PLW,2005,0.32
PLW,2006,0.32
PLW,2007,0.32
PLW,2008,0.32
PLW,2009,0.32
PLW,2010,0.32
PLW,2011,0.32
PLW,2012,0.32
PLW,2013,0.32
PLW,2014,0.32
PLW,2015,0.32
PLW,2016,0.32
PLW,2017,0.32
PLW,2018,0.32
PLW,2019,0.32
PLW,2020,0.32
PLW,2021,0.32
PLW,2022,0.32
PLW,2023,0.32
PLW,2024,0.32
PLW,2025,0.32
PAK,2000,0.72
PAK,2001,0.72
PAK,2002,0.72
PAK,2003,0.72
PAK,2004,0.72
PAK,2005,0.72
PAK,2006,0.72
PAK,2007,0.72
PAK,2008,0.72
PAK,2009,0.72
PAK,2010,0.72
PAK,2011,0.72
PAK,2012,0.72
PAK,2013,0.72
PAK,2014,0.72
PAK,2015,0.72
PAK,2016,0.72
PAK,2017,0.72
PAK,2018,0.72
PAK,2019,0.72
PAK,2020,0.72
PAK,2021,0.72
PAK,2022,0.72
PAK,2023,0.72
PAK,2024,0.72
PAK,2025,0.72
PAN,2000,0.39
PAN,2001,0.39
PAN,2002,0.39
PAN,2003,0.39
PAN,2004,0.39
PAN,2005,0.39
PAN,2006,0.39
PAN,2007,0.39
PAN,2008,0.39
PAN,2009,0.39
PAN,2010,0.39
PAN,2011,0.39
PAN,2012,0.39
PAN,2013,0.39
PAN,2014,0.39
PAN,2015,0.39
PAN,2016,0.39
PAN,2017,0.39
PAN,2018,0.39
PAN,2019,0.39
PAN,2020,0.39
PAN,2021,0.39
PAN,2022,0.39
PAN,2023,0.39
PAN,2024,0.39
PAN,2025,0.39
PNG,2000,0.35
PNG,2001,0.35
PNG,2002,0.35
PNG,2003,0.35
PNG,2004,0.35
PNG,2005,0.35
PNG,2006,0.35
PNG,2007,0.35
PNG,2008,0.35
PNG,2009,0.35
PNG,2010,0.35
PNG,2011,0.35
PNG,2012,0.35
PNG,2013,0.35
PNG,2014,0.35
PNG,2015,0.35
PNG,2016,0.35
PNG,2017,0.35
PNG,2018,0.35
PNG,2019,0.35
PNG,2020,0.35
PNG,2021,0.35
PNG,2022,0.35
PNG,2023,0.35
PNG,2024,0.35
PNG,2025,0.35
PRY,2000,0.6
PRY,2001,0.6
PRY,2002,0.6
PRY,2003,0.6
PRY,2004,0.6
PRY,2005,0.6
PRY,2006,0.6
PRY,2007,0.6
PRY,2008,0.6
PRY,2009,0.6
PRY,2010,0.6
PRY,2011,0.6
PRY,2012,0.6
PRY,2013,0.6
PRY,2014,0.6
PRY,2015,0.6
PRY,2016,0.6
PRY,2017,0.6
PRY,2018,0.6
PRY,2019,0.6
PRY,2020,0.6
PRY,2021,0.6
PRY,2022,0.6
PRY,2023,0.6
PRY,2024,0.6
PRY,2025,0.6
PER,2000,0.34
PER,2001,0.34
PER,2002,0.34
PER,2003,0.34
PER,2004,0.34
PER,2005,0.34
PER,2006,0.34
PER,2007,0.34
PER,2008,0.34
PER,2009,0.34
PER,2010,0.34
PER,2011,0.34
PER,2012,0.34
PER,2013,0.34
PER,2014,0.34
PER,2015,0.34
PER,2016,0.34
PER,2017,0.34
PER,2018,0.34
PER,2019,0.34
PER,2020,0.34
PER,2021,0.34
PER,2022,0.34
PER,2023,0.34
PER,2024,0.34
PER,2025,0.34
PHL,2000,0.84
PHL,2001,0.84
PHL,2002,0.84
PHL,2003,0.84
PHL,2004,0.84
PHL,2005,0.84
PHL,2006,0.84
PHL,2007,0.84
PHL,2008,0.84
PHL,2009,0.84
PHL,2010,0.84
PHL,2011,0.84
PHL,2012,0.84
PHL,2013,0.84
PHL,2014,0.84
PHL,2015,0.84
PHL,2016,0.84
PHL,2017,0.84
PHL,2018,0.84
PHL,2019,0.84
PHL,2020,0.84
PHL,2021,0.84
PHL,2022,0.84
PHL,2023,0.84
PHL,2024,0.84
PHL,2025,0.84
POL,2000,0.05
POL,2001,0.05
POL,2002,0.05
POL,2003,0.05
POL,2004,0.05
POL,2005,0.05
POL,2006,0.05
POL,2007,0.05
POL,2008,0.05
POL,2009,0.05
POL,2010,0.05
POL,2011,0.05
POL,2012,0.05
POL,2013,0.05
POL,2014,0.05
POL,2015,0.05
POL,2016,0.05
POL,2017,0.05
POL,2018,0.05
POL,2019,0.05
POL,2020,0.05
POL,2021,0.05
POL,2022,0.05
POL,2023,0.05
POL,2024,0.05
POL,2025,0.05
PRT,2000,0.02
PRT,2001,0.02
PRT,2002,0.02
PRT,2003,0.02
PRT,2004,0.02
PRT,2005,0.02
PRT,2006,0.02
PRT,2007,0.02
PRT,2008,0.02
PRT,2009,0.02
PRT,2010,0.02
PRT,2011,0.02
PRT,2012,0.02
PRT,2013,0.02
PRT,2014,0.02
PRT,2015,0.02
PRT,2016,0.02
PRT,2017,0.02
PRT,2018,0.02
PRT,2019,0.02
PRT,2020,0.02
PRT,2021,0.02
PRT,2022,0.02
PRT,2023,0.02
PRT,2024,0.02
PRT,2025,0.02
GNB,2000,0.81
GNB,2001,0.81
GNB,2002,0.81
GNB,2003,0.81
GNB,2004,0.81
GNB,2005,0.81
GNB,2006,0.81
GNB,2007,0.81
GNB,2008,0.81
GNB,2009,0.81
GNB,2010,0.81
GNB,2011,0.81
GNB,2012,0.81
GNB,2013,0.81
GNB,2014,0.81
GNB,2015,0.81
GNB,2016,0.81
GNB,2017,0.81
GNB,2018,0.81
GNB,2019,0.81
GNB,2020,0.81
GNB,2021,0.81
GNB,2022,0.81
GNB,2023,0.81
GNB,2024,0.81
GNB,2025,0.81
TLS,2002,0.53
TLS,2003,0.53
TLS,2004,0.53
TLS,2005,0.53
TLS,2006,0.53
TLS,2007,0.53
TLS,2008,0.53
TLS,2009,0.53
TLS,2010,0.53
TLS,2011,0.53
TLS,2012,0.53
TLS,2013,0.53
TLS,2014,0.53
TLS,2015,0.53
TLS,2016,0.53
TLS,2017,0.53
TLS,2018,0.53
TLS,2019,0.53
TLS,2020,0.53
TLS,2021,0.53
TLS,2022,0.53
TLS,2023,0.53
TLS,2024,0.53
TLS,2025,0.53
QAT,2000,0.48
QAT,2001,0.48
QAT,2002,0.48
QAT,2003,0.48
QAT,2004,0.48
QAT,2005,0.48
QAT,2006,0.48
QAT,2007,0.48
QAT,2008,0.48
QAT,2009,0.48
QAT,2010,0.48
QAT,2011,0.48
QAT,2012,0.48
QAT,2013,0.48
QAT,2014,0.48
QAT,2015,0.48
QAT,2016,0.48
QAT,2017,0.48
QAT,2018,0.48
QAT,2019,0.48
QAT,2020,0.48
QAT,2021,0.48
QAT,2022,0.48
QAT,2023,0.48
QAT,2024,0.48
QAT,2025,0.48
ROU,2000,0.17
ROU,2001,0.17
ROU,2002,0.17
ROU,2003,0.17
ROU,2004,0.17
ROU,2005,0.17
ROU,2006,0.17
ROU,2007,0.17
ROU,2008,0.17
ROU,2009,0.17
ROU,2010,0.17
ROU,2011,0.17
ROU,2012,0.17
ROU,2013,0.17
ROU,2014,0.17
ROU,2015,0.17
ROU,2016,0.17
ROU,2017,0.17
ROU,2018,0.17
ROU,2019,0.17
ROU,2020,0.17
ROU,2021,0.17
ROU,2022,0.17
ROU,2023,0.17
ROU,2024,0.17
ROU,2025,0.17
RUS,2000,0.25
RUS,2001,0.25
RUS,2002,0.25
RUS,2003,0.25
RUS,2004,0.25
RUS,2005,0.25
RUS,2006,0.25
RUS,2007,0.25
RUS,2008,0.25
RUS,2009,0.25
RUS,2010,0.25
RUS,2011,0.25
RUS,2012,0.25
RUS,2013,0.25
RUS,2014,0.25
RUS,2015,0.25
RUS,2016,0.25
RUS,2017,0.25
RUS,2018,0.25
RUS,2019,0.25
RUS,2020,0.25
RUS,2021,0.25
RUS,2022,0.25
RUS,2023,0.25
RUS,2024,0.25
RUS,2025,0.25
LCA,2000,0.32
LCA,2001,0.32
LCA,2002,0.32
LCA,2003,0.32
LCA,2004,0.32
LCA,2005,0.32
LCA,2006,0.32
LCA,2007,0.32
LCA,2008,0.32
LCA,2009,0.32
LCA,2010,0.32
LCA,2011,0.32
LCA,2012,0.32
LCA,2013,0.32
LCA,2014,0.32
LCA,2015,0.32
LCA,2016,0.32
LCA,2017,0.32
LCA,2018,0.32
LCA,2019,0.32
LCA,2020,0.32
LCA,2021,0.32
LCA,2022,0.32
LCA,2023,0.32
LCA,2024,0.32
LCA,2025,0.32
VCT,2000,0.02
VCT,2001,0.02
VCT,2002,0.02
VCT,2003,0.02
VCT,2004,0.02
VCT,2005,0.02
VCT,2006,0.02
VCT,2007,0.02
VCT,2008,0.02
VCT,2009,0.02
VCT,2010,0.02
VCT,2011,0.02
VCT,2012,0.02
VCT,2013,0.02
VCT,2014,0.02
VCT,2015,0.02
VCT,2016,0.02
VCT,2017,0.02
VCT,2018,0.02
VCT,2019,0.02
VCT,2020,0.02
VCT,2021,0.02
VCT,2022,0.02
VCT,2023,0.02
VCT,2024,0.02
VCT,2025,0.02
STP,2000,0.23
STP,2001,0.23
STP,2002,0.23
STP,2003,0.23
STP,2004,0.23
STP,2005,0.23
STP,2006,0.23
STP,2007,0.23
STP,2008,0.23
STP,2009,0.23
STP,2010,0.23
STP,2011,0.23
STP,2012,0.23
STP,2013,0.23
STP,2014,0.23
STP,2015,0.23
STP,2016,0.23
STP,2017,0.23
STP,2018,0.23
STP,2019,0.23
STP,2020,0.23
STP,2021,0.23
STP,2022,0.23
STP,2023,0.23
STP,2024,0.23
STP,2025,0.23
SAU,2000,0.09
SAU,2001,0.09
SAU,2002,0.09
SAU,2003,0.09
SAU,2004,0.09
SAU,2005,0.09
SAU,2006,0.09
SAU,2007,0.09
SAU,2008,0.09
SAU,2009,0.09
SAU,2010,0.09
SAU,2011,0.09
SAU,2012,0.09
SAU,2013,0.09
SAU,2014,0.09
SAU,2015,0.09
SAU,2016,0.09
SAU,2017,0.09
SAU,2018,0.09
SAU,2019,0.09
SAU,2020,0.09
SAU,2021,0.09
SAU,2022,0.09
SAU,2023,0.09
SAU,2024,0.09
SAU,2025,0.09
SEN,2000,0.7
SEN,2001,0.7
SEN,2002,0.7
SEN,2003,0.7
SEN,2004,0.7
SEN,2005,0.7
SEN,2006,0.7
SEN,2007,0.7
SEN,2008,0.7
SEN,2009,0.7
SEN,2010,0.7
SEN,2011,0.7
SEN,2012,0.7
SEN,2013,0.7
SEN,2014,0.7
SEN,2015,0.7
SEN,2016,0.7
SEN,2017,0.7
SEN,2018,0.7
SEN,2019,0.7
SEN,2020,0.7
SEN,2021,0.7
SEN,2022,0.7
SEN,2023,0.7
SEN,2024,0.7
SEN,2025,0.7
SYC,2000,0.16
SYC,2001,0.16
SYC,2002,0.16
SYC,2003,0.16
SYC,2004,0.16
SYC,2005,0.16
SYC,2006,0.16
SYC,2007,0.16
SYC,2008,0.16
SYC,2009,0.16
SYC,2010,0.16
SYC,2011,0.16
SYC,2012,0.16
SYC,2013,0.16
SYC,2014,0.16
SYC,2015,0.16
SYC,2016,0.16
SYC,2017,0.16
SYC,2018,0.16
SYC,2019,0.16
SYC,2020,0.16
SYC,2021,0.16
SYC,2022,0.16
SYC,2023,0.16
SYC,2024,0.16
SYC,2025,0.16
SLE,2000,0.76
SLE,2001,0.76
SLE,2002,0.76
SLE,2003,0.76
SLE,2004,0.76
SLE,2005,0.76
SLE,2006,0.76
SLE,2007,0.76
SLE,2008,0.76
SLE,2009,0.76
SLE,2010,0.76
SLE,2011,0.76
SLE,2012,0.76
SLE,2013,0.76
SLE,2014,0.76
SLE,2015,0.76
SLE,2016,0.76
SLE,2017,0.76
SLE,2018,0.76
SLE,2019,0.76
SLE,2020,0.76
SLE,2021,0.76
SLE,2022,0.76
SLE,2023,0.76
SLE,2024,0.76
SLE,2025,0.76
SGP,2000,0.38
SGP,2001,0.38
SGP,2002,0.38
SGP,2003,0.38
SGP,2004,0.38
SGP,2005,0.38
SGP,2006,0.38
SGP,2007,0.38
SGP,2008,0.38
SGP,2009,0.38
SGP,2010,0.38
SGP,2011,0.38
SGP,2012,0.38
SGP,2013,0.38
SGP,2014,0.38
SGP,2015,0.38
SGP,2016,0.38
SGP,2017,0.38
SGP,2018,0.38
SGP,2019,0.38
SGP,2020,0.38
SGP,2021,0.38
SGP,2022,0.38
SGP,2023,0.38
SGP,2024,0.38
SGP,2025,0.38
SVK,2000,0.26
SVK,2001,0.26
SVK,2002,0.26
SVK,2003,0.26
SVK,2004,0.26
SVK,2005,0.26
SVK,2006,0.26
SVK,2007,0.26
SVK,2008,0.26
SVK,2009,0.26
SVK,2010,0.26
SVK,2011,0.26
SVK,2012,0.26
SVK,2013,0.26
SVK,2014,0.26
SVK,2015,0.26
SVK,2016,0.26
SVK,2017,0.26
SVK,2018,0.26
SVK,2019,0.26
SVK,2020,0.26
SVK,2021,0.26
SVK,2022,0.26
SVK,2023,0.26
SVK,2024,0.26
SVK,2025,0.26
VNM,2000,0.24
VNM,2001,0.24
VNM,2002,0.24
VNM,2003,0.24
VNM,2004,0.24
VNM,2005,0.24
VNM,2006,0.24
VNM,2007,0.24
VNM,2008,0.24
VNM,2009,0.24
VNM,2010,0.24
VNM,2011,0.24
VNM,2012,0.24
VNM,2013,0.24
VNM,2014,0.24
VNM,2015,0.24
VNM,2016,0.24
VNM,2017,0.24
VNM,2018,0.24
VNM,2019,0.24
VNM,2020,0.24
VNM,2021,0.24
VNM,2022,0.24
VNM,2023,0.24
VNM,2024,0.24
VNM,2025,0.24
SVN,2000,0.22
SVN,2001,0.22
SVN,2002,0.22
SVN,2003,0.22
SVN,2004,0.22
SVN,2005,0.22
SVN,2006,0.22
SVN,2007,0.22
SVN,2008,0.22
SVN,2009,0.22
SVN,2010,0.22
SVN,2011,0.22
SVN,2012,0.22
SVN,2013,0.22
SVN,2014,0.22
SVN,2015,0.22
SVN,2016,0.22
SVN,2017,0.22
SVN,2018,0.22
SVN,2019,0.22
SVN,2020,0.22
SVN,2021,0.22
SVN,2022,0.22
SVN,2023,0.22
SVN,2024,0.22
SVN,2025,0.22
SOM,2000,0.03
SOM,2001,0.03
SOM,2002,0.03
SOM,2003,0.03
