iso3,year,pcr_modelled_pct,pcr_pct,pcr_wpia
MKD,2011,98.86000061035156,99.59779357910156,0.9825500249862671
MKD,2012,98.91999816894531,,
MKD,2013,98.9800033569336,,
MKD,2014,99.02999877929688,,
MKD,2015,99.08999633789062,,
MKD,2016,99.13999938964844,,
MKD,2017,99.19999694824219,,
MKD,2018,99.25,98.28050231933594,0.9739000201225281
MKD,2019,99.30000305175781,,
MKD,2020,99.33999633789062,,
MKD,2021,99.38999938964844,,
MKD,2022,99.41999816894531,,
MKD,2023,99.45999908447266,,
MKD,2024,99.48999786376953,,
MKD,2025,99.5199966430664,,
MLI,2010,37.13000106811523,38.05,0.2180550992488861
MLI,2011,38.84999847412109,,
MLI,2012,40.22999954223633,,
MLI,2013,41.29999923706055,42.02967071533203,0.3147099912166595
MLI,2014,42.2400016784668,,
MLI,2015,43.11000061035156,47.19593811035156,0.2526099979877472
MLI,2016,44.0099983215332,,
MLI,2017,44.81999969482422,,
MLI,2018,45.65999984741211,47.16714859008789,0.3242399990558624
MLI,2019,46.45000076293945,,
MLI,2020,47.13999938964844,46.37,0.7578303813934326
MLI,2021,47.65000152587891,,
MLI,2022,48.11000061035156,,
MLI,2023,48.65000152587891,,
MLI,2024,49.31999969482422,47.51028060913086,0.3453699946403503
MLI,2025,50.0099983215332,,
MLT,2010,98.25,,
MLT,2011,98.18000030517578,,
MLT,2012,98.11000061035156,,
MLT,2013,98.04000091552734,,
MLT,2014,98.0,,
MLT,2015,98.0,,
MLT,2016,98.01000213623047,,
MLT,2017,98.02999877929688,,
MLT,2018,98.05000305175781,,
MLT,2019,98.05999755859375,,
MLT,2020,98.08000183105469,,
MLT,2021,98.08999633789062,,
MLT,2022,98.0999984741211,,
MLT,2023,98.11000061035156,,
MLT,2024,98.12000274658203,,
MLT,2025,98.13999938964844,,
MMR,2010,63.15999984741211,,
MMR,2011,65.0199966430664,,
MMR,2012,67.52999877929688,,
MMR,2013,70.38999938964844,,
MMR,2014,73.30999755859375,,
MMR,2015,75.97000122070312,,
MMR,2016,78.30000305175781,83.13912963867188,0.6945199966430664
MMR,2017,80.43000030517578,,
MMR,2018,82.23999786376953,,
MMR,2019,83.73999786376953,,
MMR,2020,85.0999984741211,,
MMR,2021,86.18000030517578,,
MMR,2022,87.18000030517578,,
MMR,2023,88.25,,
MMR,2024,89.05000305175781,,
MMR,2025,89.80000305175781,,
MNE,2010,98.51000213623047,,
MNE,2011,98.55999755859375,,
MNE,2012,98.61000061035156,,
MNE,2013,98.6500015258789,99.9036865234375,0.9948400259017944
MNE,2014,98.66000366210938,,
MNE,2015,98.68000030517578,,
MNE,2016,98.69000244140625,,
MNE,2017,98.70999908447266,,
MNE,2018,98.7300033569336,96.52870178222656,0.8902300000190735
MNE,2019,98.76000213623047,,
MNE,2020,98.77999877929688,,
MNE,2021,98.80000305175781,,
MNE,2022,98.81999969482422,,
MNE,2023,98.8499984741211,,
MNE,2024,98.87000274658203,,
MNE,2025,98.88999938964844,,
MNG,2010,96.33000183105469,96.52,0.8949999809265137
MNG,2011,96.97000122070312,,
MNG,2012,97.4800033569336,,
MNG,2013,97.88999938964844,,
MNG,2014,98.22000122070312,97.89996337890625,0.9561499953269958
MNG,2015,98.5,,
MNG,2016,98.70999908447266,,
MNG,2017,98.9000015258789,,
MNG,2018,99.05999755859375,98.59095001220703,0.9690799713134766
MNG,2019,99.19999694824219,,
MNG,2020,99.31999969482422,97.47892761230469,
MNG,2021,99.41000366210938,,
MNG,2022,99.51000213623047,,
MNG,2023,99.58000183105469,,
MNG,2024,99.6500015258789,,
